longitude,latitude,loc_time,coord_type
120.780570406,31.589131088,1458818345,1
120.780786128,31.589252891,1458818375,1
120.781070713,31.589411727,1458818405,1
120.781417126,31.589597540,1458818435,1
120.781802435,31.589803544,1458818465,1
120.782194672,31.590010674,1458818495,1
120.782572544,31.590211249,1458818525,1
120.782864111,31.590365542,1458818555,1
120.783077711,31.590479565,1458818585,1
120.783288506,31.590591546,1458818615,1
120.783410481,31.590656879,1458818645,1
120.783441518,31.590675151,1458818675,1
120.783467483,31.590695348,1458818705,1
120.783488102,31.590718121,1458818735,1
120.783503240,31.590742182,1458818765,1
120.783514358,31.590773816,1458818795,1
120.783516848,31.590806758,1458818825,1
120.783510042,31.590840673,1458818855,1
120.783493886,31.590873137,1458818885,1
120.783477097,31.590896297,1458818915,1
120.783457479,31.590917941,1458818945,1
120.783436555,31.590938627,1458818975,1
120.783415101,31.590958495,1458819005,1
120.783385968,31.590984374,1458819035,1
120.783269367,31.591084183,1458819065,1
120.783143139,31.591193246,1458819095,1
120.783015907,31.591301682,1458819125,1
120.782886684,31.591413334,1458819155,1
120.782745277,31.591531522,1458819185,1
120.782602808,31.591650600,1458819215,1
120.782517945,31.591721590,1458819245,1
120.782488960,31.591744223,1458819275,1
120.782459711,31.591765651,1458819305,1
120.782319092,31.591858188,1458819335,1
120.782292859,31.591872482,1458819365,1
120.782262417,31.591883213,1458819395,1
120.782234179,31.591886588,1458819425,1
120.782206492,31.591881539,1458819455,1
120.782182670,31.591867196,1458819485,1
120.782161670,31.591849090,1458819515,1
120.782142371,31.591831022,1458819545,1
120.782121765,31.591812733,1458819575,1
120.782102516,31.591796903,1458819605,1
120.782084595,31.591783496,1458819635,1
120.782063304,31.591770333,1458819665,1
120.782039471,31.591759450,1458819695,1
120.782014528,31.591753216,1458819725,1
120.781985221,31.591750185,1458819755,1
120.781954009,31.591751502,1458819785,1
120.781924924,31.591756465,1458819815,1
120.781901864,31.591764585,1458819845,1
120.781879256,31.591778565,1458819875,1
120.781860281,31.591797895,1458819905,1
120.781849655,31.591819069,1458819935,1
120.781845297,31.591843273,1458819965,1
120.781843687,31.591866028,1458819995,1
120.781837507,31.591887877,1458820025,1
120.781822455,31.591906321,1458820055,1
120.781798704,31.591917026,1458820085,1
120.781769886,31.591922063,1458820115,1
120.781742527,31.591923555,1458820145,1
120.781716045,31.591924243,1458820175,1
120.781689430,31.591927404,1458820205,1
120.781664691,31.591935600,1458820235,1
120.781642858,31.591949759,1458820265,1
120.781625872,31.591967988,1458820295,1
120.781614106,31.591991326,1458820325,1
120.781610007,31.592017354,1458820355,1
120.781614507,31.592041071,1458820385,1
120.781623250,31.592064399,1458820415,1
120.781645671,31.592114672,1458820445,1
120.781679993,31.592185314,1458820475,1
120.781690218,31.592207863,1458820505,1
120.781700351,31.592234622,1458820535,1
120.781707119,31.592264516,1458820565,1
120.781709412,31.592290104,1458820595,1
120.781707531,31.592317352,1458820625,1
120.781696422,31.592352337,1458820655,1
120.781678048,31.592382793,1458820685,1
120.781650714,31.592414980,1458820715,1
120.781618719,31.592445811,1458820745,1
120.781582662,31.592476319,1458820775,1
120.781378250,31.592632030,1458820805,1
120.781155250,31.592796724,1458820835,1
120.780904832,31.592981547,1458820865,1
120.780653025,31.593168313,1458820895,1
120.780432792,31.593322145,1458820925,1
120.780320719,31.593394991,1458820955,1
120.780142622,31.593519654,1458820985,1
120.780111833,31.593541009,1458821015,1
120.780084859,31.593560512,1458821045,1
120.780057937,31.593578363,1458821075,1
120.780028303,31.593592914,1458821105,1
120.779993153,31.593603362,1458821135,1
