longitude,latitude,loc_time,coord_type
120.770348470,31.584618389,1458824105,1
120.770124337,31.584527672,1458824135,1
120.769945821,31.584454314,1458824165,1
120.769738774,31.584365913,1458824195,1
120.769527341,31.584277743,1458824225,1
120.769364948,31.584210170,1458824255,1
120.769335460,31.584195918,1458824285,1
120.769299803,31.584174251,1458824315,1
120.769272550,31.584151139,1458824345,1
120.769249225,31.584121356,1458824375,1
120.769232221,31.584085272,1458824405,1
120.769221788,31.584043859,1458824435,1
120.769216628,31.583998036,1458824465,1
120.769217381,31.583947990,1458824495,1
120.769226802,31.583893720,1458824525,1
120.769238930,31.583856258,1458824555,1
120.769256242,31.583818101,1458824585,1
120.769278087,31.583778453,1458824615,1
120.769433028,31.583537328,1458824645,1
120.769637192,31.583235685,1458824675,1
120.769872249,31.582882518,1458824705,1
120.770120011,31.582510049,1458824735,1
120.770383932,31.582113632,1458824765,1
120.770657858,31.581699132,1458824795,1
120.770953913,31.581257308,1458824825,1
120.771246387,31.580815335,1458824855,1
120.771529327,31.580389823,1458824885,1
120.771805282,31.579975944,1458824915,1
120.772074328,31.579568610,1458824945,1
120.772338733,31.579172649,1458824975,1
120.772598070,31.578783623,1458825005,1
120.772852273,31.578403532,1458825035,1
120.773109206,31.578017380,1458825065,1
120.773379844,31.577611866,1458825095,1
120.773653794,31.577198285,1458825125,1
120.773920784,31.576797831,1458825155,1
120.774190232,31.576390061,1458825185,1
120.774464722,31.575978868,1458825215,1
120.774740478,31.575563244,1458825245,1
120.775027131,31.575133229,1458825275,1
120.775312022,31.574702103,1458825305,1
120.775600426,31.574268641,1458825335,1
120.775889614,31.573832446,1458825365,1
120.776175005,31.573403036,1458825395,1
120.776450414,31.572989450,1458825425,1
120.776716672,31.572585838,1458825455,1
120.776978879,31.572181977,1458825485,1
120.777231611,31.571776315,1458825515,1
120.777467931,31.571383047,1458825545,1
120.777694706,31.570980996,1458825575,1
120.777915647,31.570561488,1458825605,1
120.778119537,31.570141059,1458825635,1
120.778305938,31.569722794,1458825665,1
120.778475745,31.569304894,1458825695,1
120.778627803,31.568892988,1458825725,1
120.778764251,31.568494794,1458825755,1
120.778886270,31.568095766,1458825785,1
120.778994636,31.567697353,1458825815,1
120.779086164,31.567312754,1458825845,1
120.779158410,31.566972071,1458825875,1
120.779220759,31.566672294,1458825905,1
120.779290730,31.566382645,1458825935,1
120.779303079,31.566323465,1458825965,1
120.779313803,31.566264738,1458825995,1
120.779353529,31.565979447,1458826025,1
120.779383874,31.565746481,1458826055,1
120.779407368,31.565599579,1458826085,1
120.779414188,31.565545939,1458826115,1
120.779429271,31.565363082,1458826145,1
120.779443324,31.565173431,1458826175,1
120.779443582,31.565131712,1458826205,1
120.779447024,31.565107583,1458826235,1
120.779453611,31.565080341,1458826265,1
120.779461681,31.565056559,1458826295,1
120.779472913,31.565031801,1458826325,1
120.779488530,31.565006854,1458826355,1
120.779507277,31.564984023,1458826385,1
120.779525356,31.564966526,1458826415,1
120.779544094,31.564951451,1458826445,1
120.779565390,31.564936820,1458826475,1
120.779584823,31.564925365,1458826505,1
120.779607893,31.564913736,1458826535,1
120.779634939,31.564902947,1458826565,1
120.779663720,31.564894920,1458826595,1
120.779692092,31.564890170,1458826625,1
120.779723829,31.564887470,1458826655,1
120.779759152,31.564885590,1458826685,1
120.779855298,31.564882318,1458826715,1
120.780038960,31.564872426,1458826745,1
120.780235129,31.564868472,1458826775,1
120.780407848,31.564859795,1458826805,1
120.780577937,31.564848163,1458826835,1
120.780756876,31.564836169,1458826865,1
120.780940198,31.564823357,1458826895,1
120.781124715,31.564812338,1458826925,1
120.781306484,31.564804019,1458826955,1
120.781480965,31.564796362,1458826985,1
120.781657585,31.564789912,1458827015,1
120.781848725,31.564788265,1458827045,1
120.782018446,31.564785091,1458827075,1
120.782195163,31.564783259,1458827105,1
