longitude,latitude,loc_time,coord_type
120.772588049,31.592460310,1458812825,1
120.772611423,31.592467947,1458812855,1
120.772633879,31.592477537,1458812885,1
120.772696477,31.592508567,1458812915,1
120.772716589,31.592517903,1458812945,1
120.772737343,31.592526377,1458812975,1
120.772757638,31.592532645,1458813005,1
120.772780032,31.592534860,1458813035,1
120.772801132,31.592529130,1458813065,1
120.772816246,31.592516014,1458813095,1
120.772825765,31.592499535,1458813125,1
120.772844374,31.592465384,1458813155,1
120.772854892,31.592448315,1458813185,1
120.772887006,31.592398508,1458813215,1
120.772896622,31.592381471,1458813245,1
120.772904984,31.592363970,1458813275,1
120.772910593,31.592345866,1458813305,1
120.772911869,31.592326086,1458813335,1
120.772908537,31.592306960,1458813365,1
120.772900567,31.592288655,1458813395,1
120.772888056,31.592271407,1458813425,1
120.772872670,31.592256740,1458813455,1
120.772853637,31.592243706,1458813485,1
120.772833424,31.592232326,1458813515,1
120.772811519,31.592221924,1458813545,1
120.772702906,31.592174996,1458813575,1
120.772622278,31.592138502,1458813605,1
120.772542948,31.592104283,1458813635,1
120.772523873,31.592095433,1458813665,1
120.772504543,31.592087047,1458813695,1
120.772485091,31.592079019,1458813725,1
120.772465138,31.592069783,1458813755,1
120.772424795,31.592053647,1458813785,1
120.772404725,31.592045092,1458813815,1
120.772386960,31.592033447,1458813845,1
120.772373989,31.592018107,1458813875,1
120.772368892,31.591999268,1458813905,1
120.772373865,31.591980662,1458813935,1
120.772387827,31.591965922,1458813965,1
120.772408429,31.591957197,1458813995,1
120.772431081,31.591955599,1458814025,1
120.772454140,31.591958929,1458814055,1
120.772476179,31.591964550,1458814085,1
120.772497956,31.591971552,1458814115,1
120.772520519,31.591979756,1458814145,1
120.772542907,31.591988496,1458814175,1
120.772565751,31.591997867,1458814205,1
120.772678058,31.592047207,1458814235,1
120.772789133,31.592095402,1458814265,1
120.772897405,31.592140780,1458814295,1
120.773005637,31.592188732,1458814325,1
120.773119430,31.592239557,1458814355,1
120.773229765,31.592294631,1458814385,1
120.773351971,31.592351402,1458814415,1
120.773474738,31.592406216,1458814445,1
120.773593752,31.592459000,1458814475,1
120.773711220,31.592510362,1458814505,1
120.773811889,31.592554274,1458814535,1
120.773916571,31.592600134,1458814565,1
120.774033910,31.592651340,1458814595,1
120.774147756,31.592700004,1458814625,1
120.774261831,31.592749269,1458814655,1
120.774370678,31.592796348,1458814685,1
120.774389918,31.592805164,1458814715,1
120.774498939,31.592852348,1458814745,1
120.774614272,31.592901460,1458814775,1
120.774730244,31.592952058,1458814805,1
120.774784489,31.592975900,1458814835,1
120.774878614,31.593017571,1458814865,1
120.774948258,31.593048617,1458814895,1
120.774977817,31.593062872,1458814925,1
120.775008897,31.593079519,1458814955,1
120.775041643,31.593098632,1458814985,1
120.775110943,31.593140388,1458815015,1
120.775145658,31.593160260,1458815045,1
120.775181892,31.593179248,1458815075,1
120.775388741,31.593272678,1458815105,1
120.775602450,31.593365753,1458815135,1
120.775689183,31.593402670,1458815165,1
