longitude,latitude,loc_time,coord_type
120.789625289,31.565187526,1458828905,1
120.789664820,31.565203750,1458828935,1
120.789687629,31.565212458,1458828965,1
120.789805133,31.565258422,1458828995,1
120.789826446,31.565266743,1458829025,1
120.789935028,31.565311467,1458829055,1
120.789997499,31.565336213,1458829085,1
120.790103371,31.565379424,1458829115,1
120.790189174,31.565414691,1458829145,1
120.790253514,31.565440079,1458829175,1
120.790295718,31.565457954,1458829205,1
120.790403072,31.565499621,1458829235,1
120.790486350,31.565532603,1458829265,1
120.790570365,31.565564450,1458829295,1
120.790610808,31.565581344,1458829325,1
120.790652832,31.565598284,1458829355,1
120.790717942,31.565626638,1458829385,1
120.790787731,31.565652298,1458829415,1
120.790876682,31.565686752,1458829445,1
120.790961604,31.565722543,1458829475,1
120.791024676,31.565747329,1458829505,1
120.791134152,31.565791636,1458829535,1
120.791156096,31.565800362,1458829565,1
120.791176850,31.565809349,1458829595,1
120.791261752,31.565842283,1458829625,1
120.791305830,31.565860286,1458829655,1
120.791413876,31.565903357,1458829685,1
120.791456754,31.565920712,1458829715,1
120.791476224,31.565929238,1458829745,1
120.791497140,31.565937217,1458829775,1
120.791517573,31.565946084,1458829805,1
120.791539159,31.565957935,1458829835,1
120.791557070,31.565974194,1458829865,1
120.791570164,31.565992450,1458829895,1
120.791580218,31.566014160,1458829925,1
120.791586896,31.566036042,1458829955,1
120.791590261,31.566056337,1458829985,1
120.791590258,31.566077055,1458830015,1
120.791585755,31.566099918,1458830045,1
120.791578197,31.566118605,1458830075,1
120.791523076,31.566233757,1458830105,1
120.791469549,31.566348108,1458830135,1
120.791411436,31.566469453,1458830165,1
120.791360084,31.566575838,1458830195,1
120.791307038,31.566683519,1458830225,1
120.791278081,31.566737996,1458830255,1
120.791232436,31.566842629,1458830285,1
120.791178484,31.566956853,1458830315,1
120.791123336,31.567073784,1458830345,1
120.791060830,31.567206329,1458830375,1
120.791000990,31.567331059,1458830405,1
120.790938553,31.567463152,1458830435,1
120.790883759,31.567580970,1458830465,1
120.790828943,31.567692940,1458830495,1
120.790798736,31.567752260,1458830525,1
120.790786371,31.567771226,1458830555,1
120.790771095,31.567787122,1458830585,1
120.790750544,31.567798163,1458830615,1
120.790725763,31.567801379,1458830645,1
120.790702339,31.567797351,1458830675,1
120.790680897,31.567789841,1458830705,1
120.790658527,31.567780131,1458830735,1
120.790633611,31.567770080,1458830765,1
120.790609612,31.567761670,1458830795,1
120.790478277,31.567717216,1458830825,1
120.790451002,31.567707191,1458830855,1
120.790425239,31.567696399,1458830885,1
120.790403553,31.567685671,1458830915,1
120.790384348,31.567671870,1458830945,1
120.790371152,31.567652789,1458830975,1
120.790366363,31.567630654,1458831005,1
120.790368988,31.567604950,1458831035,1
120.790375978,31.567581007,1458831065,1
120.790385808,31.567552830,1458831095,1
120.790395880,31.567527530,1458831125,1
120.790458043,31.567376474,1458831155,1
120.790517807,31.567226076,1458831185,1
120.790583946,31.567063733,1458831215,1
120.790652352,31.566897660,1458831245,1
120.790715738,31.566736702,1458831275,1
120.790776034,31.566580108,1458831305,1
120.790829379,31.566446483,1458831335,1
120.790890262,31.566297199,1458831365,1
120.790953511,31.566137265,1458831395,1
120.791010291,31.565993396,1458831425,1
120.791029592,31.565944793,1458831455,1
120.791044493,31.565901925,1458831485,1
120.791050312,31.565881235,1458831515,1
120.791053796,31.565859336,1458831545,1
120.791053918,31.565835011,1458831575,1
120.791046468,31.565813065,1458831605,1
120.791028807,31.565795371,1458831635,1
120.791003738,31.565781482,1458831665,1
120.790976365,31.565768868,1458831695,1
120.790830676,31.565708494,1458831725,1
120.790676175,31.565646291,1458831755,1
120.790507654,31.565578358,1458831785,1
120.790328531,31.565506729,1458831815,1
120.790180594,31.565447622,1458831845,1
120.790026270,31.565386632,1458831875,1
120.789854835,31.565316656,1458831905,1
120.789723999,31.565264415,1458831935,1
120.789700317,31.565255324,1458831965,1
120.789560895,31.565199546,1458831995,1
120.789421802,31.565144730,1458832025,1
120.789287260,31.565093451,1458832055,1
120.789165064,31.565048584,1458832085,1
120.789138445,31.565039507,1458832115,1
120.788987722,31.564993501,1458832145,1
120.788843206,31.564955700,1458832175,1
120.788675948,31.564921795,1458832205,1
120.788493503,31.564892194,1458832235,1
120.788458736,31.564887602,1458832265,1
120.788268291,31.564869074,1458832295,1
120.788187133,31.564863433,1458832325,1
120.788014462,31.564858152,1458832355,1
120.787847662,31.564854879,1458832385,1
120.787668347,31.564851158,1458832415,1
120.787479446,31.564849979,1458832445,1
120.787283958,31.564849197,1458832475,1
120.787089157,31.564848691,1458832505,1
120.786906793,31.564848117,1458832535,1
120.786737555,31.564846807,1458832565,1
120.786565173,31.564846481,1458832595,1
120.786380747,31.564844456,1458832625,1
120.786204832,31.564843354,1458832655,1
120.786018724,31.564842648,1458832685,1
120.785838696,31.564841955,1458832715,1
120.785637447,31.564840782,1458832745,1
120.785421344,31.564838186,1458832775,1
120.785201598,31.564836324,1458832805,1
120.784983234,31.564835084,1458832835,1
120.784765893,31.564833730,1458832865,1
120.784544743,31.564832956,1458832895,1
120.784316437,31.564832714,1458832925,1
120.784104276,31.564832304,1458832955,1
120.783910567,31.564831399,1458832985,1
120.783705135,31.564829951,1458833015,1
120.783495355,31.564827977,1458833045,1
120.783285101,31.564826703,1458833075,1
